timestamp,option_type,S,K,T,r,sigma,n_sims,analytic_price,mc_price,mc_standard_error,delta,gamma,vega,theta,rho
2025-12-04 17:26:03,put,100.0,86.0,2.0,0.01,0.5,100000,18.318601634329873,18.400347121872166,0.06885703340542282,-0.2758771393944168,0.004726231895291713,47.262318952917134,-5.448726713376926,-91.81263114754312
